name|translation|question|answer
25February_2010_Thursday_tagesschau-1764|auch die neue woche beginnt unbeständig|Wann beginnt die neue Woche unbeständig?|Die neue Woche beginnt jetzt oder bald.
30September_2009_Wednesday_tagesschau-1765|und nun die wettervorhersage für morgen donnerstag den ersten oktober|Wann ist die Wettervorhersage, die erwähnt wird?|Für morgen, Donnerstag, den ersten Oktober.
30September_2009_Wednesday_tagesschau-1767|er überquert in der nacht die nordhälfte zieht im laufe des tages dann bis zur donau und wird dabei schwächer|Wann überquert er die nordhälfte?|Er überquert die nordhälfte in der Nacht.
30September_2009_Wednesday_tagesschau-1768|die luft die dann zu uns einströmt ist kühl|Wann strömt die kühle Luft zu uns ein?|Die kühle Luft strömt dann zu uns ein.
30September_2009_Wednesday_tagesschau-1769|in der nordhälfte regnet es heute nacht zeitweise in der südhälfte ist es zeitweise klar|Was wird in der Nordhälfte heute Nacht passieren?|In der Nordhälfte regnet es heute Nacht zeitweise.
30September_2009_Wednesday_tagesschau-1770|hier und da bildet sich nebel|Wann bildet sich der Nebel?|Hier und da bildet sich der Nebel.
30September_2009_Wednesday_tagesschau-1771|am tag ist es ganz im süden teilweise noch länger freundlich sonst dichte wolken und etwas sonne im wechsel|Was passiert tagsüber im Süden des Landes?|Tagsüber ist es teilweise noch länger freundlich, während sonst dichte Wolken und etwas Sonne im Wechsel auftreten.
30September_2009_Wednesday_tagesschau-1772|in der mitte fällt hier und da regen im norden gibt es einzelne schauer|Wo regnet es laut dem Satz?|Es regnet hier und da in der Mitte und im Norden gibt es einzelne Schauer.
30September_2009_Wednesday_tagesschau-1773|der wind weht schwach bis mäßig im norden frisch an den küsten stark|Wie stark weht der Wind im Norden, und wo ist er am stärksten?|Der Wind weht im Norden frisch und ist an den Küsten stark.
30September_2009_Wednesday_tagesschau-1774|im norden und in den hochlagen stürmische böen|Wo treten stürmische Böen auf?|Im Norden und in den Hochlagen.
30September_2009_Wednesday_tagesschau-1775|heute nacht vierzehn grad am niederrhein und fünf grad im süden|Wie hoch ist die Temperatur heute Nacht am Niederrhein?|Heute Nacht beträgt die Temperatur am Niederrhein vierzehn Grad.
30September_2009_Wednesday_tagesschau-1776|am tag dreizehn bis achtzehn grad am oberrhein bis zwanzig grad|Wie hoch ist die Temperatur am Oberrhein?|Bis zwanzig Grad.
30September_2009_Wednesday_tagesschau-1777|am freitag fallen in der nordhälfte einige schauer|Wann fallen in der Nordhälfte einige Schauer?|Am Freitag.
30September_2009_Wednesday_tagesschau-1778|an den alpen regnet es etwas dazwischen ist es recht freundlich|Wie ist das Wetter in den Alpen, wenn es regnet?|Es ist recht freundlich.
30September_2009_Wednesday_tagesschau-1779|am samstag ist es im norden regnerisch und sehr windig nach süden ist es freundlicher|Wie ist das Wetter am Samstag im Norden und im Süden?|Im Norden ist es regnerisch und sehr windig, im Süden ist es freundlicher.
30September_2009_Wednesday_tagesschau-1780|am sonntag ist es ganz im süden freundlich sonst viele wolken|Was wird am Sonntag im Süden sein?|Es wird freundlich sein.
30September_2009_Wednesday_tagesschau-1781|im norden ist es weiter stürmisch|Wann ist es im Norden stürmisch?|Im Moment ist es im Norden stürmisch.
29September_2010_Wednesday_tagesschau-1782|und nun die wettervorhersage für morgen donnerstag den dreißigsten september|Wann ist die Wettervorhersage für?|Für morgen, Donnerstag, den dreißigsten September.
29September_2010_Wednesday_tagesschau-1783|das hoch über skandinavien sorgt morgen im norden und osten deutschlands für ruhiges teilweise freundliches herbstwetter|Wann sorgt das Hoch über Skandinavien für ruhiges Wetter in Deutschland?|Morgen.
29September_2010_Wednesday_tagesschau-1784|ansonsten macht sich das tief über dem atlantik in form von regenwolken bemerkbar|Was macht sich über dem Atlantik bemerkbar?|Tiefs in Form von Regenwolken.
29September_2010_Wednesday_tagesschau-1785|in der nacht ist es teils wolkig teils klar im osten regnet es vereinzelt noch etwas|Wie ist das Wetter in der Nacht im Osten?|Im Osten regnet es vereinzelt noch etwas.
29September_2010_Wednesday_tagesschau-1786|gebietsweise breitet sich nebel aus|Wann breitet sich gebietsweise Nebel aus?|Der Nebel breitet sich in bestimmten Gebieten aus, aber der genaue Zeitpunkt ist nicht angegeben.
29September_2010_Wednesday_tagesschau-1787|im äußersten westen kann es später regen geben|Wann kann es im äußersten Westen Regen geben?|Es kann später Regen geben.
29September_2010_Wednesday_tagesschau-1788|hat sich der nebel gelichtet am tag in der nordosthälfte mal sonne mal wolken sonst fällt hier und da regen|Wann hat sich der Nebel gelichtet?|Am Tag.
29September_2010_Wednesday_tagesschau-1789|der wind weht mäßig bis frisch an der nordsee auch stark böig sonst weht er schwach bis mäßig|Wie weht der Wind an der Nordsee und wie ändert sich seine Stärke?|Der Wind weht mäßig bis frisch und kann stark böig sein, ansonsten weht er schwach bis mäßig.
29September_2010_Wednesday_tagesschau-1790|vor allem im süden und in der mitte muss heute nacht mit bodenfrost gerechnet werden|Wo muss heute Nacht mit Bodenfrost gerechnet werden?|Vor allem im Süden und in der Mitte.
29September_2010_Wednesday_tagesschau-1791|am tag neun grad im erzgebirge und sechzehn grad am oberrhein|Welche Temperaturen werden für den Tag im Erzgebirge und am Oberrhein angegeben?|Neun Grad im Erzgebirge und sechzehn Grad am Oberrhein.
29September_2010_Wednesday_tagesschau-1792|am freitag und am samstag ist es im nordosten am freundlichsten sonst gibt es mehr wolken|An welchen Tagen ist es im Nordosten am freundlichsten?|Am Freitag und am Samstag.
29September_2010_Wednesday_tagesschau-1793|hier und da fällt regen|Wann fällt hier und da Regen?|Hier und da fällt Regen zu verschiedenen Zeiten.
29September_2010_Wednesday_tagesschau-1794|am sonntag ist es im süden oft sonnig richtung norden des es wolkiger stellenweise fällt regen|Wie ist das Wetter am Sonntag im Süden im Vergleich zum Norden?|Im Süden ist es oft sonnig, während es im Norden wolkiger ist und stellenweise Regen fällt.
29September_2010_Wednesday_tagesschau-1795|dabei ist es im norden windig im süden bis fünfundzwanzig grad|Was ist das Wetter im Norden und Süden zur gleichen Zeit?|Im Norden ist es windig, im Süden bis fünfundzwanzig Grad.
12August_2009_Wednesday_tagesschau-1796|und nun die wettervorhersage für morgen donnerstag den dreizehnten august|Welcher Tag wird in der Wettervorhersage erwähnt?|Donnerstag, der dreizehnte August.
12August_2009_Wednesday_tagesschau-1797|von dänemark zieht ein tief richtung baltikum|Was zieht von Dänemark in Richtung Baltikum?|Ein Tief.
12August_2009_Wednesday_tagesschau-1798|seine wolkenschleppe überquert dabei die mitte und den süden deutschlands während es in der nordhälfte morgen recht freundlich aber nicht gerade sommerlich warm wird|Was passiert mit der Wolkenschleppe während es in der Nordhälfte Deutschlands morgen wird?|Die Wolkenschleppe überquert die Mitte und den Süden Deutschlands, während es in der Nordhälfte freundlich, aber nicht sommerlich warm wird.
12August_2009_Wednesday_tagesschau-1799|in der mitte fällt heute nacht verbreitet zum teil schauerartiger regen der sich langsam südwärts verlagert auch blitz und donner sind dabei|Was fällt heute Nacht in der Mitte und wohin verlagert es sich?|Heute Nacht fällt verbreitet zum Teil schauerartiger Regen, der sich langsam südwärts verlagert.
12August_2009_Wednesday_tagesschau-1800|im norden stellenweise schauer in küstennähe einzelne gewitter möglich|Wo könnten im Norden örtliche Gewitter auftreten?|In Küstennähe.
12August_2009_Wednesday_tagesschau-1801|dort gibt es morgen ein paar schauer sonst wird es recht freundlich|Was wird morgen dort passieren?|Es wird ein paar Schauer geben, ansonsten wird es freundlich.
12August_2009_Wednesday_tagesschau-1802|im süden und südwesten allerdings vielerorts regen oder schauer von baden bis nach südostbayern auch einige kräftige gewitter|Wo wird in den kommenden Stunden Regen oder Gewitter erwartet?|Im Süden und Südwesten, von Baden bis nach Südostbayern.
12August_2009_Wednesday_tagesschau-1803|schwacher im norden auch mäßiger an der küste zeitweise frischer wind mit der gefahr von sturmböen aus west bis nordwest|Welcher Wind wird zeitweise im Norden und an der Küste erwartet?|Im Norden schwacher Wind und an der Küste mäßiger Wind mit der Gefahr von Sturmböen.
12August_2009_Wednesday_tagesschau-1805|am bodensee morgen bis fünfundzwanzig auf den nordfriesischen inseln nur achtzehn grad|Wie hoch wird die Temperatur morgen am Bodensee sein?|Die Temperatur wird morgen am Bodensee bis zu fünfundzwanzig Grad sein.
12August_2009_Wednesday_tagesschau-1807|am samstag viel sonne und wärmer in küstennähe zeitweise regen|Welche Wetterbedingungen werden am Samstag erwartet?|Am Samstag wird viel Sonne, wärmeres Wetter und zeitweise Regen in Küstennähe erwartet.
12August_2009_Wednesday_tagesschau-1808|am sonntag zunächst freundlich aber von nordwesten ziehen wieder einzelne schauer und zum teil heftige gewitter heran|Welche Wetterbedingungen werden am Sonntag zuerst erwartet?|Am Sonntag werden zunächst freundliche Wetterbedingungen erwartet.
21October_2010_Thursday_tagesschau-1809|und nun die wettervorhersage für morgen freitag den zweiundzwanzigsten oktober|Wann ist die Wettervorhersage, die genannt wird?|Für morgen, Freitag, den zweiundzwanzigsten Oktober.
21October_2010_Thursday_tagesschau-1810|ein sturmtief über dänemark bringt dem norden deutschlands heute nacht heftige turbulenzen und zum teil auch kräftigen regen|Wann bringt das Sturmtief über Dänemark heftige Turbulenzen und Regen nach Norddeutschland?|Heute Nacht.
21October_2010_Thursday_tagesschau-1811|in der mitte und im süden erwartet uns dank hochdruckeinfluss recht ruhiges herbstwetter|Was für Wetter wird in der Mitte und im Süden erwartet?|Ruhiges Herbstwetter.
21October_2010_Thursday_tagesschau-1812|im norden fällt heute nacht teilweise kräftiger regen sonst ist es verbreitet klar vor allem in den niederungen bildet sich nebel|Wann fällt der kräftige Regen im Norden?|Heute Nacht.
21October_2010_Thursday_tagesschau-1813|auch am tag regnet es im norden zeitweise im übrigen land gibt es abseits zäher nebelfelder teils wolken teils sonne und es bleibt trocken|Was passiert tagsüber im Norden laut dem Satz?|Im Norden regnet es zeitweise.
21October_2010_Thursday_tagesschau-1815|morgen schwacher bis mäßiger im norden frischer wind aus west bis südwest an der see stürmische böen|Wie wird der Wind morgen im Norden sein?|Morgen wird der Wind im Norden schwach bis mäßig und frisch aus West bis Südwest sein.
21October_2010_Thursday_tagesschau-1816|in der südhälfte heute nacht frostig an der nordsee bis sieben grad plus|Wie wird das Wetter in der Südhälfte heute Nacht sein?|Es wird frostig sein.
21October_2010_Thursday_tagesschau-1817|morgen vier grad im dauernebel bis zwölf am niederrhein|Wie wird das Wetter morgen am Niederrhein sein?|Morgen wird es vier Grad im Dauernebel bis zwölf Uhr sein.
21October_2010_Thursday_tagesschau-1818|am samstag nach auflösung örtlicher nebelfelder in vielen regionen recht freundlich und etwas milder|Was wird am Samstag nach der Auflösung örtlicher Nebelfelder erwartet?|Es wird recht freundlich und etwas milder erwartet.
21October_2010_Thursday_tagesschau-1819|am sonntag breiten sich dann von westen wieder regenwolken aus|Wann breiten sich die Regenwolken wieder aus?|Am Sonntag.
21October_2010_Thursday_tagesschau-1820|die neue woche beginnt wechselhaft und wieder kühler|Wann beginnt die neue Woche?|Die neue Woche beginnt jetzt.
20November_2010_Saturday_tagesschau-1821|und nun die wettervorhersage für morgen sonntag den einundzwanzigsten november|Wann ist die Wettervorhersage, die erwähnt wird?|Für morgen, Sonntag, den einundzwanzigsten November.
20November_2010_Saturday_tagesschau-1822|von südfrankreich zieht ein tief mit kräftigen regenfällen zum mittelmeer|Wohin zieht das Tief mit kräftigen Regenfällen?|Zum Mittelmeer.
20November_2010_Saturday_tagesschau-1825|morgen bleibt es noch bei dem ruhigen und weitgehend grauen herbstwetter|Was wird morgen mit dem Wetter sein?|Morgen bleibt es ruhig und grau.
20November_2010_Saturday_tagesschau-1826|auch in der nacht ist der himmel meist bedeckt in der mitte und im süden anfangs zum teil klar dort bildet sich aber verbreitet nebel|Wann ist der Himmel meist bedeckt?|Auch in der Nacht ist der Himmel meist bedeckt.
20November_2010_Saturday_tagesschau-1827|auch morgen wieder meist trübe durch wolken und hochnebel|Was wird das Wetter auch morgen sein?|Es wird meist trübe durch Wolken und Hochnebel sein.
20November_2010_Saturday_tagesschau-1828|vor allem in der mitte kommt auch mal die sonne zum zuge während im norden und südwesten gelegentlich ein paar tropfen fallen|Wo kommt die Sonne vor allem zum Zuge?|Vor allem in der Mitte.
20November_2010_Saturday_tagesschau-1829|es weht ein schwacher mitunter auch mäßiger wind aus nordost bis ost|Wie stark ist der Wind und aus welcher Richtung weht er?|Der Wind weht schwach bis mäßig aus Nordost bis Ost.
20November_2010_Saturday_tagesschau-1831|morgen werte zwischen drei und sieben entlang des rheins bis acht grad|Wie werden die Temperaturen morgen zwischen drei und sieben Uhr sein?|Die Temperaturen werden bis zu acht Grad betragen.
20November_2010_Saturday_tagesschau-1832|montag und dienstag bleibt es im norden und westen meist trocken sonst verbreitet regen der im osten teilweise ergiebig sein kann|Wie wird das Wetter am Montag und Dienstag im Norden und Westen sein?|Es bleibt meist trocken.
20November_2010_Saturday_tagesschau-1833|im bergland fällt zunehmend schnee|Wann fällt zunehmend Schnee im Bergland?|Zurzeit.
15February_2010_Monday_tagesschau-1835|und nun die wettervorhersage für morgen dienstag den sechzehnten februar|Was wird für morgen, den sechzehnten Februar, erwartet?|Die Wettervorhersage.
15February_2010_Monday_tagesschau-1836|auch morgen erwartet uns in großen teilen deutschlands ruhiges winterwetter|Was erwartet uns morgen in großen Teilen Deutschlands?|Ruhiges Winterwetter.
15February_2010_Monday_tagesschau-1837|im nordwesten macht sich allerdings der ausläufer eines atlantiktiefs bemerkbar|Was wird im Nordwesten bemerkt?|Der Ausläufer eines Atlantiktiefs.
15February_2010_Monday_tagesschau-1838|es fällt aber nur vereinzelt etwas schnee|Wann fällt der Schnee in der Regel?|Der Schnee fällt nur vereinzelt.
15February_2010_Monday_tagesschau-1839|heute nacht ist es meist wolkenverhangen gebietsweise klart es auch auf hier und da bildet sich nebel|Wie wird das Wetter heute Nacht beschrieben?|Es ist meist wolkenverhangen, aber gebietsweise klart es auf und hier und da bildet sich Nebel.
